drug	drug_key	drug_id_list	approved_final_category_id	approved_final_display_label	include_in_enrichment	exclusion_reason_code	exclusion_reason	rollup_resolution_status	rollup_resolution_reason	curation_status	primary_evidence_source	evidence_summary	curator	curation_date	curation_notes
Dactolisib	DACTOLISIB	1057	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: "PI3K (class 1), MTORC1, MTORC2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Daporinad	DAPORINAD	1248	METABOLISM	Metabolism	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Metabolism; target: NAMPT	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Dasatinib	DASATINIB	1079	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: "ABL, SRC, Ephrins, PDGFR, KIT"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Dihydrorotenone	DIHYDROROTENONE	1827	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Dinaciclib	DINACICLIB	1180	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Cell cycle; target: "CDK1, CDK2, CDK5, CDK9"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Docetaxel	DOCETAXEL	1007;1819	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			resolved_same_category	Multiple GDSC DRUG_ID values share this drug key and resolve to the same category.	approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Mitosis; target: Microtubule stabiliser	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Doramapimod	DORAMAPIMOD	1042	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: JNK and p38 signaling; target: "p38, JNK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Eg5_9814	EG5_9814	1712	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: KSP11	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
EHT-1864	EHT-1864	1069	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Cytoskeleton; target: "RAC1, RAC2, RAC3"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Elephantin	ELEPHANTIN	1835	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Elesclomol	ELESCLOMOL	1031	PROTEIN_DEGRADATION	Protein stability and degradation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Protein stability and degradation; target: HSP90	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Entinostat	ENTINOSTAT	1593	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone acetylation; target: "HDAC1, HDAC3"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Entospletinib	ENTOSPLETINIB	1630	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: SYK	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Epirubicin	EPIRUBICIN	1511	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: Anthracycline	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
EPZ004777	EPZ004777	1237	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone methylation; target: DOT1L	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
EPZ5676	EPZ5676	1563	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone methylation; target: DOT1L	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
ERK_2440	ERK_2440	1713	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ERK MAPK signaling; target: "ERK1,ERK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
ERK_6604	ERK_6604	1714	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ERK MAPK signaling; target: "ERK1,ERK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Erlotinib	ERLOTINIB	1168	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: EGFR signaling; target: EGFR	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Fludarabine	FLUDARABINE	1813	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: Antimetabolite	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Foretinib	FORETINIB	2040	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: RTK signaling; target: "MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Fulvestrant	FULVESTRANT	1200;1816	HORMONE_RELATED	Hormone related	TRUE			resolved_same_category	Multiple GDSC DRUG_ID values share this drug key and resolve to the same category.	approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Hormone-related; target: ESR	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Gallibiscoquinazole	GALLIBISCOQUINAZOLE	1830	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GDC0810	GDC0810	1925	HORMONE_RELATED	Hormone related	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Hormone-related; target: "ESR1, ESR2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Gefitinib	GEFITINIB	1010	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: EGFR signaling; target: EGFR	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Gemcitabine	GEMCITABINE	1190	METABOLISM	Metabolism	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: Pyrimidine antimetabolite	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
glutathione	GLUTATHIONE	2439	METABOLISM	Metabolism	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: anti-oxidant proteins	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GNE-317	GNE-317	1926	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: PI3Kalpha	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK-LSD1	GSK-LSD1	1583	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone methylation; target: KDM1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK-LSD1-2HCl 	GSK-LSD1-2HCL	2154	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone methylation; target: LSD1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK1904529A	GSK1904529A	1093	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: IGF1R signaling; target: "IGF1R, IR"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK2110183B	GSK2110183B	1778	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: "AKT1, AKT2, AKT3"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK2256098C	GSK2256098C	1776	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Cytoskeleton; target: FAK1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK2276186C	GSK2276186C	1777	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: "JAK1, JAK2, JAK3"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK2578215A	GSK2578215A	1927	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: LRRK2	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK2606414	GSK2606414	1618	METABOLISM	Metabolism	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Metabolism; target: PERK	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK269962A	GSK269962A	1192	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Cytoskeleton; target: "ROCK1, ROCK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK2801	GSK2801	1580	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin other; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK2830371	GSK2830371	2359	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: WIP1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK2830371A	GSK2830371A	1782	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: PPM1D	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK3337463A	GSK3337463A	1780	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: NIK	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK343	GSK343	1627;2037	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			resolved_same_category	Multiple GDSC DRUG_ID values share this drug key and resolve to the same category.	approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone methylation; target: EZH2	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK591	GSK591	2110	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone methylation; target: PMRT5	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GSK626616AC	GSK626616AC	1779	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: DYRK1A	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
GW441756	GW441756	1023	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: RTK signaling; target: NTRK1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
HKMTI-1-005	HKMTI-1-005	2010	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
I-BET-762	I-BET-762	1624	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin other; target: "BRD2, BRD3, BRD4"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
I-BRD9	I-BRD9	1928	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin other; target: BRD9	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
IAP_5620	IAP_5620	1428	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: IAP	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Ibrutinib	IBRUTINIB	1799	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: BTK	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
ICL-SIRT078	ICL-SIRT078	2011	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: SIR2	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
IGF1R_3801	IGF1R_3801	1738	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: IGF1R signaling; target: IGFR1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
IOX2	IOX2	2174	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: EGLN1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Ipatasertib	IPATASERTIB	1924	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: "AKT1, AKT, AKT3"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
IRAK4_4710	IRAK4_4710	1716	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: IRAK4	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Irinotecan	IRINOTECAN	1088	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: TOP1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
IWP-2	IWP-2	1576	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: WNT signaling; target: PORCN	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
JAK_8517	JAK_8517	1739	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: "JAK1, JAK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
JAK1_8709	JAK1_8709	1718	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: JAK1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
JNK Inhibitor VIII	JNK INHIBITOR VIII	1043	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: JNK and p38 signaling; target: JNK	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
JQ1	JQ1	2172	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin other; target: "BRD2, BRD3, BRD4, BRDT"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
KRAS (G12C) Inhibitor-12	KRAS (G12C) INHIBITOR-12	1855	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ERK MAPK signaling; target: KRAS (G12C)	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
KU-55933	KU-55933	1030	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Genome integrity; target: ATM	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
L-Oxonoreleagnine	L-OXONORELEAGNINE	1831	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Lapatinib	LAPATINIB	1558	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: EGFR signaling; target: "EGFR, ERBB2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
LCL161	LCL161	1557	APOPTOSIS	Apoptosis regulation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Apoptosis regulation; target: "XIAP, IAP1, IAP2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Leflunomide	LEFLUNOMIDE	1578	METABOLISM	Metabolism	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: Pyrimidine synthesis inhibitor	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Lenalidomide	LENALIDOMIDE	1020	PROTEIN_DEGRADATION	Protein stability and degradation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Protein stability and degradation; target: CRBN	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Lestaurtinib	LESTAURTINIB	1024	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: "FLT3, JAK2, NTRK1, NTRK2, NTRK3"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
LGK974	LGK974	1598	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: WNT signaling; target: PORCN	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Linsitinib	LINSITINIB	1510	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: IGF1R signaling; target: IGF1R	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
LJI308	LJI308	2107	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: "RSK2, RSK1, RSK3"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
LMB_AB1	LMB_AB1	1783	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: "ADRA1A, ADRB1"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
LMB_AB2	LMB_AB2	1784	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: GADD34	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
LMB_AB3	LMB_AB3	1785	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: PPP1R15B	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
LMP744	LMP744	1843	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: TOP1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Luminespib	LUMINESPIB	1559	PROTEIN_DEGRADATION	Protein stability and degradation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Protein stability and degradation; target: HSP90	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
LY2109761	LY2109761	1852	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: TGFB1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Methotrexate	METHOTREXATE	1008	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: Antimetabolite	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
MG-132	MG-132	1862	PROTEIN_DEGRADATION	Protein stability and degradation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Protein stability and degradation; target: "Proteasome, CAPN1"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
MIM1	MIM1	1996	APOPTOSIS	Apoptosis regulation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Apoptosis regulation; target: MCL1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
MIRA-1	MIRA-1	1931	P53_PATHWAY	p53 pathway	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: p53 pathway; target: TP53	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Mirin	MIRIN	1048	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Genome integrity; target: MRE11	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Mitoxantrone	MITOXANTRONE	1810	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: TOP2	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
