sample_id	pseudotime_bin	sample_bin_id	cell_count	bin_start	bin_end	bin_midpoint	dose	dose_mg	initial_ploidy	n_cells	mean_pseudotime	n_endpoint_ploidy_cells	sample_mean_endpoint_ploidy	sample_median_endpoint_ploidy	sample_max_endpoint_ploidy	sample_mean_endpoint_ploidy_scaled	ETP_fixed_threshold_2_25_group	ETP_boundary_stress_threshold_2_375_group	ETP_reference_balanced_threshold_2_24_group	retained_for_model	exclusion_reason	library_size
2N-A2-L	7	2N-A2-L__bin07	6	0.3	0.35	0.325	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	104209
2N-A2-L	8	2N-A2-L__bin08	5	0.35	0.4	0.375	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	209658
2N-A2-L	9	2N-A2-L__bin09	13	0.4	0.45	0.425	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	142317
2N-A2-L	10	2N-A2-L__bin10	11	0.45	0.5	0.475	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	238905
2N-A2-L	11	2N-A2-L__bin11	21	0.5	0.55	0.525	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	527242
2N-A2-L	12	2N-A2-L__bin12	13	0.55	0.6	0.575	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	514981
2N-A2-L	13	2N-A2-L__bin13	5	0.6	0.65	0.625	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	148492
2N-A2-L	14	2N-A2-L__bin14	16	0.65	0.7	0.675	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	770299
2N-A2-L	15	2N-A2-L__bin15	8	0.7	0.75	0.725	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	550898
2N-A2-L	16	2N-A2-L__bin16	14	0.75	0.8	0.775	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	436412
2N-A2-L	17	2N-A2-L__bin17	16	0.8	0.85	0.825	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	354815
2N-A2-L	18	2N-A2-L__bin18	11	0.85	0.9	0.875	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	345623
2N-A2-L	19	2N-A2-L__bin19	4	0.9	0.95	0.925	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	61514
2N-A2-L	20	2N-A2-L__bin20	0	0.95	1	0.975	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	0
2N-A4-R	1	2N-A4-R__bin01	2	0	0.05	0.025	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	3054
2N-A4-R	2	2N-A4-R__bin02	12	0.05	0.1	0.075	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	73024
2N-A4-R	3	2N-A4-R__bin03	5	0.1	0.15	0.125	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	64128
2N-A4-R	4	2N-A4-R__bin04	6	0.15	0.2	0.175	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	41650
2N-A4-R	5	2N-A4-R__bin05	11	0.2	0.25	0.225	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	56875
2N-A4-R	6	2N-A4-R__bin06	10	0.25	0.3	0.275	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	137924
2N-A4-R	7	2N-A4-R__bin07	8	0.3	0.35	0.325	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	13018
2N-A4-R	8	2N-A4-R__bin08	6	0.35	0.4	0.375	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	47072
2N-A4-R	9	2N-A4-R__bin09	11	0.4	0.45	0.425	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	73855
2N-A4-R	10	2N-A4-R__bin10	7	0.45	0.5	0.475	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	23572
2N-A4-R	11	2N-A4-R__bin11	11	0.5	0.55	0.525	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	34830
2N-A4-R	12	2N-A4-R__bin12	5	0.55	0.6	0.575	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	14407
2N-A4-R	13	2N-A4-R__bin13	4	0.6	0.65	0.625	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	41331
2N-A4-R	14	2N-A4-R__bin14	7	0.65	0.7	0.675	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	36591
2N-A4-R	15	2N-A4-R__bin15	5	0.7	0.75	0.725	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	24812
2N-A4-R	16	2N-A4-R__bin16	7	0.75	0.8	0.775	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	34729
2N-A4-R	17	2N-A4-R__bin17	8	0.8	0.85	0.825	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	30472
2N-A4-R	18	2N-A4-R__bin18	11	0.85	0.9	0.875	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	58010
2N-A4-R	19	2N-A4-R__bin19	4	0.9	0.95	0.925	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	47479
2N-A4-R	20	2N-A4-R__bin20	0	0.95	1	0.975	120mg/kg	120	2N	140	0.467617943483804	305	2.01124775168715	2.01299573762733	2.03812444368728	-1.36984999575267	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	0
2N-A4-RL	1	2N-A4-RL__bin01	17	0	0.05	0.025	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1188208
2N-A4-RL	2	2N-A4-RL__bin02	22	0.05	0.1	0.075	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1293185
2N-A4-RL	3	2N-A4-RL__bin03	9	0.1	0.15	0.125	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	480142
2N-A4-RL	4	2N-A4-RL__bin04	8	0.15	0.2	0.175	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	536304
2N-A4-RL	5	2N-A4-RL__bin05	19	0.2	0.25	0.225	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	907755
2N-A4-RL	6	2N-A4-RL__bin06	12	0.25	0.3	0.275	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	492731
2N-A4-RL	7	2N-A4-RL__bin07	7	0.3	0.35	0.325	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	346822
2N-A4-RL	8	2N-A4-RL__bin08	14	0.35	0.4	0.375	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	622228
2N-A4-RL	9	2N-A4-RL__bin09	14	0.4	0.45	0.425	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	614478
2N-A4-RL	10	2N-A4-RL__bin10	21	0.45	0.5	0.475	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1000766
2N-A4-RL	11	2N-A4-RL__bin11	19	0.5	0.55	0.525	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1080424
2N-A4-RL	12	2N-A4-RL__bin12	20	0.55	0.6	0.575	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1090919
2N-A4-RL	13	2N-A4-RL__bin13	17	0.6	0.65	0.625	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1058706
2N-A4-RL	14	2N-A4-RL__bin14	20	0.65	0.7	0.675	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1310881
2N-A4-RL	15	2N-A4-RL__bin15	26	0.7	0.75	0.725	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1773353
2N-A4-RL	16	2N-A4-RL__bin16	17	0.75	0.8	0.775	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1254552
2N-A4-RL	17	2N-A4-RL__bin17	23	0.8	0.85	0.825	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1784575
2N-A4-RL	18	2N-A4-RL__bin18	20	0.85	0.9	0.875	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1510043
2N-A4-RL	19	2N-A4-RL__bin19	4	0.9	0.95	0.925	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	238607
2N-A4-RL	20	2N-A4-RL__bin20	1	0.95	1	0.975	120mg/kg	120	2N	310	0.498624597688115	1280	2.1766115066713	2.18344784192788	2.21619881299389	-0.320086810006691	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	39369
4N-A5-0	1	4N-A5-0__bin01	7	0	0.05	0.025	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	870395
4N-A5-0	2	4N-A5-0__bin02	9	0.05	0.1	0.075	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	1087566
4N-A5-0	3	4N-A5-0__bin03	6	0.1	0.15	0.125	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	790511
4N-A5-0	4	4N-A5-0__bin04	7	0.15	0.2	0.175	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	681327
4N-A5-0	5	4N-A5-0__bin05	9	0.2	0.25	0.225	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	1113674
4N-A5-0	6	4N-A5-0__bin06	4	0.25	0.3	0.275	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	435322
4N-A5-0	7	4N-A5-0__bin07	4	0.3	0.35	0.325	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	567364
4N-A5-0	8	4N-A5-0__bin08	3	0.35	0.4	0.375	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	354063
4N-A5-0	9	4N-A5-0__bin09	5	0.4	0.45	0.425	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	375850
4N-A5-0	10	4N-A5-0__bin10	2	0.45	0.5	0.475	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	229344
4N-A5-0	11	4N-A5-0__bin11	5	0.5	0.55	0.525	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	662247
4N-A5-0	12	4N-A5-0__bin12	4	0.55	0.6	0.575	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	516207
4N-A5-0	13	4N-A5-0__bin13	9	0.6	0.65	0.625	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	983202
4N-A5-0	14	4N-A5-0__bin14	4	0.65	0.7	0.675	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	443723
4N-A5-0	15	4N-A5-0__bin15	10	0.7	0.75	0.725	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	1510510
4N-A5-0	16	4N-A5-0__bin16	11	0.75	0.8	0.775	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	1507890
4N-A5-0	17	4N-A5-0__bin17	11	0.8	0.85	0.825	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	1510860
4N-A5-0	18	4N-A5-0__bin18	3	0.85	0.9	0.875	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	353035
4N-A5-0	19	4N-A5-0__bin19	1	0.9	0.95	0.925	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	68573
4N-A5-0	20	4N-A5-0__bin20	0	0.95	1	0.975	0mg/kg	0	4N	114	0.462969425934971	888	2.58551813437048	2.5940459536895	2.66569632076908	2.27573670771195	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	0
4N-A5-RR	1	4N-A5-RR__bin01	9	0	0.05	0.025	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	987916
4N-A5-RR	2	4N-A5-RR__bin02	8	0.05	0.1	0.075	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	937557
4N-A5-RR	3	4N-A5-RR__bin03	6	0.1	0.15	0.125	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	877485
4N-A5-RR	4	4N-A5-RR__bin04	10	0.15	0.2	0.175	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1259217
4N-A5-RR	5	4N-A5-RR__bin05	7	0.2	0.25	0.225	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	581087
4N-A5-RR	6	4N-A5-RR__bin06	4	0.25	0.3	0.275	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	291568
4N-A5-RR	7	4N-A5-RR__bin07	4	0.3	0.35	0.325	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	590964
4N-A5-RR	8	4N-A5-RR__bin08	2	0.35	0.4	0.375	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	135821
4N-A5-RR	9	4N-A5-RR__bin09	2	0.4	0.45	0.425	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	228522
4N-A5-RR	10	4N-A5-RR__bin10	2	0.45	0.5	0.475	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	449438
4N-A5-RR	11	4N-A5-RR__bin11	4	0.5	0.55	0.525	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	419587
4N-A5-RR	12	4N-A5-RR__bin12	7	0.55	0.6	0.575	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1110315
4N-A5-RR	13	4N-A5-RR__bin13	10	0.6	0.65	0.625	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1823143
4N-A5-RR	14	4N-A5-RR__bin14	14	0.65	0.7	0.675	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	2057128
4N-A5-RR	15	4N-A5-RR__bin15	12	0.7	0.75	0.725	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1921963
4N-A5-RR	16	4N-A5-RR__bin16	8	0.75	0.8	0.775	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1608999
4N-A5-RR	17	4N-A5-RR__bin17	11	0.8	0.85	0.825	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	2077330
4N-A5-RR	18	4N-A5-RR__bin18	16	0.85	0.9	0.875	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	2582973
4N-A5-RR	19	4N-A5-RR__bin19	1	0.9	0.95	0.925	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	173993
4N-A5-RR	20	4N-A5-RR__bin20	0	0.95	1	0.975	0mg/kg	0	4N	137	0.515721272595607	393	2.21364537941859	2.21976746514272	2.3221240296636	-0.0849881558945846	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	0
4N-A8-RL	1	4N-A8-RL__bin01	10	0	0.05	0.025	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	1439971
4N-A8-RL	2	4N-A8-RL__bin02	31	0.05	0.1	0.075	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	4428487
4N-A8-RL	3	4N-A8-RL__bin03	24	0.1	0.15	0.125	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	3110593
4N-A8-RL	4	4N-A8-RL__bin04	28	0.15	0.2	0.175	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	3002966
4N-A8-RL	5	4N-A8-RL__bin05	33	0.2	0.25	0.225	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	3510245
4N-A8-RL	6	4N-A8-RL__bin06	11	0.25	0.3	0.275	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	972110
4N-A8-RL	7	4N-A8-RL__bin07	16	0.3	0.35	0.325	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	1415447
4N-A8-RL	8	4N-A8-RL__bin08	20	0.35	0.4	0.375	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	1447546
4N-A8-RL	9	4N-A8-RL__bin09	19	0.4	0.45	0.425	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	920393
4N-A8-RL	10	4N-A8-RL__bin10	14	0.45	0.5	0.475	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	1143229
4N-A8-RL	11	4N-A8-RL__bin11	25	0.5	0.55	0.525	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	2386621
4N-A8-RL	12	4N-A8-RL__bin12	30	0.55	0.6	0.575	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	3272071
4N-A8-RL	13	4N-A8-RL__bin13	16	0.6	0.65	0.625	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	2581826
4N-A8-RL	14	4N-A8-RL__bin14	31	0.65	0.7	0.675	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	3485040
