drug	drug_key	normalized_drug_key	primary_anticancer_class	primary_anticancer_class_slug	secondary_mechanism_note	include_in_enrichment	gdsc_putative_target	gdsc_pathway_name	classification_note	revision_note	source_annotation_used	revision_source_basis	pubchem_query_url	drugbank_query_url	source_workbook	source_workbook_sha256	source_workbook_md5
Bosutinib	BOSUTINIB	BOSUTINIB	Non-receptor tyrosine kinase inhibitors	NON_RECEPTOR_TYROSINE_KINASE_INHIBITORS	ABL/SRC/TEC-family non-receptor tyrosine kinase inhibitor	TRUE	SRC, ABL, TEC	Other, kinases	Assignment based on GDSC target/pathway annotation and requested ontology.	Reassigned from broad Non-receptor kinase inhibitors to Non-receptor tyrosine kinase inhibitors based on target annotation.	GDSC target=SRC, ABL, TEC; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Bosutinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Bosutinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
BPD-00008900	BPD-00008900	BPD-00008900	Other	OTHER	Other/unclassified mechanism; GDSC target: not listed; pathway: Other	TRUE		Other	Primary class is Other because mechanism is outside the requested anticancer-class ontology or is unclassified.	Still labeled Other: not clearly assignable to requested/new categories from available GDSC annotations; manual lookup recommended.	GDSC target=; GDSC pathway=Other; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=BPD-00008900	https://go.drugbank.com/unearth/q?searcher=drugs&query=BPD-00008900	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Bromosporine	BROMOSPORINE	BROMOSPORINE	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	BET/bromodomain inhibitor	TRUE	CECR2, BRD2, BRD4, BRD9	Chromatin other	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=CECR2, BRD2, BRD4, BRD9; GDSC pathway=Chromatin other; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Bromosporine	https://go.drugbank.com/unearth/q?searcher=drugs&query=Bromosporine	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Buparlisib	BUPARLISIB	BUPARLISIB	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	BET/bromodomain inhibitor	TRUE	PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma	PI3K/MTOR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Buparlisib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Buparlisib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
BX795	BX795	BX795	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	TBK1/PDK1/IKK/AURK multi-Ser/Thr kinase inhibitor	TRUE	TBK1, PDK1 (PDPK1), IKK, AURKB, AURKC	Other, kinases	Mechanistically reasonable bin, but review before manuscript use because target is PI3K/lipid kinase, mutant-RAS pathway, mixed kinase profile, or cross-class.	Reassigned from broad Non-receptor kinase inhibitors to Serine/threonine kinase inhibitors based on target annotation.	GDSC target=TBK1, PDK1 (PDPK1), IKK, AURKB, AURKC; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=BX795	https://go.drugbank.com/unearth/q?searcher=drugs&query=BX795	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Camptothecin	CAMPTOTHECIN	CAMPTOTHECIN	Topoisomerase inhibitors	TOPOISOMERASE_INHIBITORS	Topoisomerase I inhibitor	TRUE	TOP1	DNA replication	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=TOP1; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Camptothecin	https://go.drugbank.com/unearth/q?searcher=drugs&query=Camptothecin	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
CCT-018159	CCT-018159	CCT-018159	Chaperone/protein-homeostasis inhibitors	CHAPERONE_PROTEIN_HOMEOSTASIS_INHIBITORS	HSP90 chaperone inhibitor	TRUE	HSP90	Protein stability and degradation	Moved from Other based on HSP90 target and protein stability/degradation pathway.	Moved from Other based on HSP90 target and protein stability/degradation pathway.	GDSC target=HSP90; GDSC pathway=Protein stability and degradation; prior curated category=Protein stability and degradation	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=CCT-018159	https://go.drugbank.com/unearth/q?searcher=drugs&query=CCT-018159	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
CCT007093	CCT007093	CCT007093	DNA damage repair inhibitors	DNA_DAMAGE_REPAIR_INHIBITORS	Granular target/pathway: PPM1D; Cell cycle	TRUE	PPM1D	Cell cycle	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=PPM1D; GDSC pathway=Cell cycle; prior curated category=Cell cycle and mitosis	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=CCT007093	https://go.drugbank.com/unearth/q?searcher=drugs&query=CCT007093	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
CDK9_5038	CDK9_5038	CDK9_5038	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	CDK/cell-cycle kinase inhibitor	TRUE	CDK9	Cell cycle	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=CDK9; GDSC pathway=Cell cycle; prior curated category=Cell cycle and mitosis	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=CDK9_5038	https://go.drugbank.com/unearth/q?searcher=drugs&query=CDK9_5038	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
CDK9_5576	CDK9_5576	CDK9_5576	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	CDK/cell-cycle kinase inhibitor	TRUE	CDK9	Cell cycle	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=CDK9; GDSC pathway=Cell cycle; prior curated category=Cell cycle and mitosis	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=CDK9_5576	https://go.drugbank.com/unearth/q?searcher=drugs&query=CDK9_5576	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Cediranib	CEDIRANIB	CEDIRANIB	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	VEGFR/FLT/KIT/PDGFR receptor tyrosine kinase inhibitor	TRUE	VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB	RTK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB; GDSC pathway=RTK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Cediranib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Cediranib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
CHIR-99021	CHIR-99021	CHIR-99021	WNT-pathway modulators	WNT_PATHWAY_MODULATORS	GSK3A/GSK3B inhibitor; WNT/beta-catenin pathway modulator; also Ser/Thr kinase inhibitor	TRUE	GSK3A, GSK3B	WNT signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=GSK3A, GSK3B; GDSC pathway=WNT signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=CHIR-99021	https://go.drugbank.com/unearth/q?searcher=drugs&query=CHIR-99021	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Cisplatin	CISPLATIN	CISPLATIN	Alkylating agents	ALKYLATING_AGENTS	Platinum DNA crosslinker	TRUE	DNA crosslinker	DNA replication	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=DNA crosslinker; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Cisplatin	https://go.drugbank.com/unearth/q?searcher=drugs&query=Cisplatin	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
CPI-637	CPI-637	CPI-637	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	Chromatin reader/writer/remodeling inhibitor	TRUE	EP300	Chromatin histone methylation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=EP300; GDSC pathway=Chromatin histone methylation; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=CPI-637	https://go.drugbank.com/unearth/q?searcher=drugs&query=CPI-637	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Crizotinib	CRIZOTINIB	CRIZOTINIB	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	MET/ALK/ROS1 receptor tyrosine kinase inhibitor	TRUE	MET, ALK, ROS1	RTK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=MET, ALK, ROS1; GDSC pathway=RTK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Crizotinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Crizotinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
CT7033-2	CT7033-2	CT7033-2	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	Histone demethylase inhibitor	TRUE	KDM4A, KDM4C, KDM4E, KDM3A, KDM6B	Chromatin histone methylation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=KDM4A, KDM4C, KDM4E, KDM3A, KDM6B; GDSC pathway=Chromatin histone methylation; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=CT7033-2	https://go.drugbank.com/unearth/q?searcher=drugs&query=CT7033-2	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Cyclophosphamide	CYCLOPHOSPHAMIDE	CYCLOPHOSPHAMIDE	Alkylating agents	ALKYLATING_AGENTS	Nitrogen mustard alkylating agent	TRUE	Alkylating agent	DNA replication	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=Alkylating agent; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Cyclophosphamide	https://go.drugbank.com/unearth/q?searcher=drugs&query=Cyclophosphamide	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Cytarabine	CYTARABINE	CYTARABINE	Antimetabolites	ANTIMETABOLITES	Cytidine analog antimetabolite	TRUE	Antimetabolite	Other	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=Antimetabolite; GDSC pathway=Other; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Cytarabine	https://go.drugbank.com/unearth/q?searcher=drugs&query=Cytarabine	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
CZC24832	CZC24832	CZC24832	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	PI3K-gamma lipid kinase inhibitor; grouped with PI3K/AKT/mTOR Ser/Thr signaling axis	TRUE	PI3Kgamma	PI3K/MTOR signaling	Mechanistically reasonable bin, but review before manuscript use because target is PI3K/lipid kinase, mutant-RAS pathway, mixed kinase profile, or cross-class.	Reassigned from broad Non-receptor kinase inhibitors to Serine/threonine kinase inhibitors based on target annotation.	GDSC target=PI3Kgamma; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=CZC24832	https://go.drugbank.com/unearth/q?searcher=drugs&query=CZC24832	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Dabrafenib	DABRAFENIB	DABRAFENIB	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	ERK inhibitor	TRUE	BRAF	ERK MAPK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=BRAF; GDSC pathway=ERK MAPK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Dabrafenib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Dabrafenib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Dacarbazine	DACARBAZINE	DACARBAZINE	Alkylating agents	ALKYLATING_AGENTS	Triazene alkylating agent	TRUE	CP11A	Other	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=CP11A; GDSC pathway=Other; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Dacarbazine	https://go.drugbank.com/unearth/q?searcher=drugs&query=Dacarbazine	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Dactinomycin	DACTINOMYCIN	DACTINOMYCIN	Tumor antibiotics	TUMOR_ANTIBIOTICS	Antitumor antibiotic / transcription inhibitor	TRUE	RNA polymerase	Other	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=RNA polymerase; GDSC pathway=Other; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Dactinomycin	https://go.drugbank.com/unearth/q?searcher=drugs&query=Dactinomycin	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Dactolisib	DACTOLISIB	DACTOLISIB	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	Dual PI3K/mTOR inhibitor; PI3K lipid kinase plus mTOR Ser/Thr kinase	TRUE	PI3K (class 1), MTORC1, MTORC2	PI3K/MTOR signaling	Multi-target kinase with possible alternative primary assignment.	Reassigned from broad Non-receptor kinase inhibitors to Serine/threonine kinase inhibitors based on target annotation.	GDSC target=PI3K (class 1), MTORC1, MTORC2; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Dactolisib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Dactolisib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Daporinad	DAPORINAD	DAPORINAD	Metabolic/redox agents	METABOLIC_REDOX_AGENTS	NAMPT inhibitor; NAD salvage/metabolic vulnerability agent; not an RTK inhibitor	TRUE	NAMPT	Metabolism	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=NAMPT; GDSC pathway=Metabolism; prior curated category=Metabolism	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Daporinad	https://go.drugbank.com/unearth/q?searcher=drugs&query=Daporinad	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Dasatinib	DASATINIB	DASATINIB	Non-receptor tyrosine kinase inhibitors	NON_RECEPTOR_TYROSINE_KINASE_INHIBITORS	ABL/SRC-family inhibitor; also inhibits several RTKs	TRUE	ABL, SRC, Ephrins, PDGFR, KIT	Other, kinases	Mechanistically reasonable bin, but review before manuscript use because target is PI3K/lipid kinase, mutant-RAS pathway, mixed kinase profile, or cross-class.	Reassigned from broad Non-receptor kinase inhibitors to Non-receptor tyrosine kinase inhibitors based on target annotation.	GDSC target=ABL, SRC, Ephrins, PDGFR, KIT; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Dasatinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Dasatinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Dihydrorotenone	DIHYDROROTENONE	DIHYDROROTENONE	Metabolic/redox agents	METABOLIC_REDOX_AGENTS	Mitochondrial complex I inhibitor / rotenone analog; redox stress	TRUE		Unclassified	Moved from Other based on rotenone-like mitochondrial complex I/redox mechanism.	Moved from Other based on rotenone-like mitochondrial complex I/redox mechanism.	GDSC target=; GDSC pathway=Unclassified; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Dihydrorotenone	https://go.drugbank.com/unearth/q?searcher=drugs&query=Dihydrorotenone	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Dinaciclib	DINACICLIB	DINACICLIB	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	CDK/cell-cycle kinase inhibitor	TRUE	CDK1, CDK2, CDK5, CDK9	Cell cycle	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=CDK1, CDK2, CDK5, CDK9; GDSC pathway=Cell cycle; prior curated category=Cell cycle and mitosis	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Dinaciclib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Dinaciclib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Docetaxel	DOCETAXEL	DOCETAXEL	Antimitotic agents	ANTIMITOTIC_AGENTS	Microtubule stabilizer/taxane-like antimitotic	TRUE	Microtubule stabiliser	Mitosis	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=Microtubule stabiliser; GDSC pathway=Mitosis; prior curated category=Cell cycle and mitosis	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Docetaxel	https://go.drugbank.com/unearth/q?searcher=drugs&query=Docetaxel	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Doramapimod	DORAMAPIMOD	DORAMAPIMOD	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	Granular target/pathway: p38, JNK2; JNK and p38 signaling	TRUE	p38, JNK2	JNK and p38 signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=p38, JNK2; GDSC pathway=JNK and p38 signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Doramapimod	https://go.drugbank.com/unearth/q?searcher=drugs&query=Doramapimod	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Eg5_9814	EG5_9814	EG5_9814	Antimitotic agents	ANTIMITOTIC_AGENTS	Kinesin spindle protein/Eg5 antimitotic inhibitor	TRUE	KSP11	Other	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=KSP11; GDSC pathway=Other; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Eg5_9814	https://go.drugbank.com/unearth/q?searcher=drugs&query=Eg5_9814	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
EHT-1864	EHT-1864	EHT-1864	Other	OTHER	Granular target/pathway: RAC1, RAC2, RAC3; Cytoskeleton	TRUE	RAC1, RAC2, RAC3	Cytoskeleton	Primary class is Other because mechanism is outside the requested anticancer-class ontology or is unclassified.	Still labeled Other: not clearly assignable to requested/new categories from available GDSC annotations; manual lookup recommended.	GDSC target=RAC1, RAC2, RAC3; GDSC pathway=Cytoskeleton; prior curated category=Cell cycle and mitosis	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=EHT-1864	https://go.drugbank.com/unearth/q?searcher=drugs&query=EHT-1864	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
